condition,inherit_prob,replicate,baseline_replicate,baseline_run_seed,information_observation_seed,permutation_root_seed,permutation_stream_index,n_information_permutations,state_path,rng_state_path,state_hash,trajectory_hash,final_mean_fitness,total_information,positional_information,conditional_information,permutation_mean,permutation_std,corrected_conditional_information
selective,0.5,7,selective_p0.5_r07,2635005778,4202747425,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_07.npz,results/phase4_core/states/selective/p0.5/rep_07.rng.json,315979e46ca5cf7b408d49cece940138059009f5c5f6dcb5d4aea42953ba1632,efc4664f8b375d9769dac07def7976c5b1cb4d3aa1c76db3f4de53ab1d973063,32.58515625,0.2669105565375004,0.10084594278439168,0.504851766191842,0.28576643519131145,0.003092055270030187,0.21908533100053057
selective,0.5,8,selective_p0.5_r08,1340055432,408185187,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_08.npz,results/phase4_core/states/selective/p0.5/rep_08.rng.json,3547ce7122f2ab03ad0a7783454d0b943defc5f2dcc2c661ea5577e100f7f9c6,aa90855fb2778ca85fbce064918027871fd53284a8d37214dcfc245756f79f5b,32.99296875,0.2691829790716498,0.09689283533540546,0.5040761087830574,0.28649307076348135,0.0029902415447943843,0.21758303801957607
selective,0.5,9,selective_p0.5_r09,1157378776,4216882189,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_09.npz,results/phase4_core/states/selective/p0.5/rep_09.rng.json,1ed9a0cc21cd1e2532cff31e5b43f21b3d5707d4438597d809c8d91c538af2cd,828ff5acc9d9126be07e440a455d38b0b27ed01da9e47b78d17f5ba7b1d10f1a,33.12890625,0.2619021532394247,0.0974452779290853,0.49696298538121264,0.28605438450967907,0.0029442607975106176,0.21090860087153357
selective,0.5,10,selective_p0.5_r10,1924963724,219631040,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_10.npz,results/phase4_core/states/selective/p0.5/rep_10.rng.json,51343723eba08466466b57c03c89344b7fabedda9089ddd8d4d58bd4bb54af34,3bf8a536c68420eadc68603ca3e16fb85a40332b3f687975d38c8f192f1981df,33.07421875,0.2686176689669799,0.10601015915837236,0.5061432164421161,0.28575809184292267,0.003174231197557309,0.22038512459919346
selective,0.5,11,selective_p0.5_r11,1678311604,988045453,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_11.npz,results/phase4_core/states/selective/p0.5/rep_11.rng.json,7dfe2b971c1b553d43b0c204a9ddc938767ced13c2009c13dd227c101592a3ae,88b7b844f46478f49bb5ae836538b335ae499d84d1627cde5581642a39e1902c,32.87109375,0.2586017407845249,0.09711703816161671,0.49111478513481716,0.28656708732179004,0.0031142252381937603,0.20454769781302712
selective,0.5,12,selective_p0.5_r12,159872924,1156353795,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_12.npz,results/phase4_core/states/selective/p0.5/rep_12.rng.json,6e4a49b8160dc6325bd749e58cac98d03bcce03fceb085f2a56cc337b8125e4c,01ce7c0cb73fbe56a8a18c90e8ec8498245214847c8cf5332769416555359b85,33.4015625,0.2743174281765258,0.12116739180010205,0.5006552484891724,0.2848833786533417,0.0027937836703286027,0.21577186983583074
selective,0.5,13,selective_p0.5_r13,2084348248,1576649781,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_13.npz,results/phase4_core/states/selective/p0.5/rep_13.rng.json,46f0eaa840fe15b0abfba54760e7e656e58873634b1fa18d40a997963d0ed378,c53f40ac0731b3d96e954b3298463f9336fcb909ffb10fdf403f68b11105df85,32.3140625,0.2719782118076747,0.10666923112809623,0.502835177948873,0.2852508352398127,0.003085536754084083,0.2175843427090603
selective,0.5,14,selective_p0.5_r14,1848510684,2871298116,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_14.npz,results/phase4_core/states/selective/p0.5/rep_14.rng.json,01c6e41e3f0edca39614196408ea2d4020951a5cf4a8de2f827cc422aee936fa,32054a4f6013cc01680abb31bf5c1dae2829282484ad3ad81f8ab4482d7bc61e,32.83984375,0.2720256715160685,0.1101742059379783,0.5061162192481686,0.28515226699187446,0.0030897555132238883,0.22096395225629417
selective,0.5,15,selective_p0.5_r15,587524571,2252857905,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_15.npz,results/phase4_core/states/selective/p0.5/rep_15.rng.json,710182a8edd478191fe2052166440043b052797f09ebccad29034ad1f0b7db9a,0827c9a6d0f44609372fb2ed32cb7fff2981560948529dc15aad94d1f5b22d82,32.453125,0.26799606718305047,0.10672418873118954,0.5051485250375735,0.2856005778065208,0.002815337290805105,0.21954794723105264
selective,0.5,16,selective_p0.5_r16,1830192580,598308874,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_16.npz,results/phase4_core/states/selective/p0.5/rep_16.rng.json,6a2a754328413411d67b26e82418f18caa8d4523a0a515cf34f1c5bccde2a98c,cfc65efdb74367bfd4b43d14823ffef90195676501e472bbdbfe01bc21da0ec2,32.69765625,0.2685937110121147,0.10055065968947663,0.5017544278062035,0.2857044961036147,0.0027384401151209835,0.2160499317025888
selective,0.5,17,selective_p0.5_r17,378689992,3639215481,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_17.npz,results/phase4_core/states/selective/p0.5/rep_17.rng.json,9da74e077751726f3268186fdcc7098da92c867c4feee07dfcae1d5023a04839,e6131fa9fe85c87a803ce35d5c2c30ff26e0e294f2fdfa4a0b177c56444ff15c,33.56171875,0.27466422604441504,0.11832243571321727,0.5033713749055536,0.2850783534979174,0.00300602017557256,0.21829302140763623
selective,0.5,18,selective_p0.5_r18,1313889806,1188929748,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_18.npz,results/phase4_core/states/selective/p0.5/rep_18.rng.json,6dd0cc526ed98ef919298c84be737fe6ac785b56d95e8e29d974f3efbd95f17a,9e1f9331596d91dae659d8955f166d7e17a991ead27b6ec98068edfada1c60d9,32.9140625,0.2690961321329172,0.1021140195327423,0.5046281638224756,0.28589880491930975,0.002967572324685437,0.2187293589031658
selective,0.5,19,selective_p0.5_r19,408748861,2529602951,2026073104,0,200,results/phase4_core/states/selective/p0.5/rep_19.npz,results/phase4_core/states/selective/p0.5/rep_19.rng.json,626736dac98ad7142c7d7d81bc40eb13f81c78508817e2d0efb111fa046c4490,93ab9fbdce0ae54ca973ba3694902e81c29f5a7933eb1dc8324f2bba02bf96cf,32.63828125,0.27219780576041896,0.10831727146963797,0.5062993856859751,0.2849864179314809,0.0029180281651630725,0.22131296775449422
selective,0.6,0,selective_p0.6_r00,2681073971,3358349183,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_00.npz,results/phase4_core/states/selective/p0.6/rep_00.rng.json,61d57c43350b00549eb77f9954018888f1c31b04038cf779b074e61785ed18d6,d463dc0253295bf86c02041b1eeb536ee643c5bfa7103d0f51a072532304807d,32.8671875,0.27182157576151933,0.14853483290021258,0.49152973188196447,0.2821298531131822,0.0025879987775690194,0.20939987876878224
selective,0.6,1,selective_p0.6_r01,2083202240,3098744135,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_01.npz,results/phase4_core/states/selective/p0.6/rep_01.rng.json,90b1bace6072b624fd1d3ad7b006f3d5f0a202068a588190f7ca2261f73d88a0,5ba91c104f817dd7cd9343c3ad03f606480c168b3d03ef8bd6e103d8f7afa1d1,32.48359375,0.2701967166576682,0.1299537355532972,0.501328879727261,0.28323927264514864,0.002764234300760679,0.2180896070821124
selective,0.6,2,selective_p0.6_r02,1167562904,2166694885,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_02.npz,results/phase4_core/states/selective/p0.6/rep_02.rng.json,098c627f255abaace75541fed79a7da35b0d66786c1dc402b80e1a72f078aee0,97ca7065ad155ab052f941024af67df1beb747cc85be096766c1ab99f464962e,33.1109375,0.277112471220344,0.13950509768863995,0.4959245984786272,0.28306506135141296,0.0028212089850827376,0.21285953712721423
selective,0.6,3,selective_p0.6_r03,1444417037,658999638,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_03.npz,results/phase4_core/states/selective/p0.6/rep_03.rng.json,f79596f0193c839b72862e6b905460435868447f8134bad24d4d09c4dc07c366,169f73ed32025dc562187efea618b0c9173200a44e9211fcdd96d04a41c06e0a,33.021875,0.285557095773376,0.13643690895215044,0.5059418219866118,0.2832381606941837,0.0028850986822138262,0.22270366129242802
selective,0.6,4,selective_p0.6_r04,878857995,1858226296,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_04.npz,results/phase4_core/states/selective/p0.6/rep_04.rng.json,3571ea96148f0c793f1a0a5be5bdbe07e8fa586e1e66e796aacf701d5fb41771,f1cb025176713739e4e58d739e1924ae571079043daf55807e083bb87c1b1f9a,33.0328125,0.27081912878237546,0.13580607472339415,0.4965638827955787,0.282925221294391,0.002949894015686953,0.2136386615011877
selective,0.6,5,selective_p0.6_r05,311250555,424626393,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_05.npz,results/phase4_core/states/selective/p0.6/rep_05.rng.json,64e03d762f8cc0ce9b871cdde076a67b12958b746eef0318ebe30a16e6cb6781,1bdef6d634f8f3af01ea7c1b2920ca7578e9013ee58e0370fd697edf6da441be,33.209375,0.27176438194610725,0.13462562018685498,0.4991907225607872,0.28361013403593627,0.0029448603754796874,0.21558058852485096
selective,0.6,6,selective_p0.6_r06,3219409585,2999044317,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_06.npz,results/phase4_core/states/selective/p0.6/rep_06.rng.json,49bf090dd9c2c54d3bade5da2ed6bf96baa29c05eab18b8d9f7961a4225e916e,761e617130dd7eb2f6974a069eb630c46d86cd63c862fd0503beb8f6aa9ba53d,33.209375,0.2853858483444537,0.13290048440233196,0.5110862418542963,0.28345680863583395,0.0029106599101100432,0.22762943321846235
selective,0.6,7,selective_p0.6_r07,336816534,856028966,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_07.npz,results/phase4_core/states/selective/p0.6/rep_07.rng.json,6d64841ed845209baa9309b654ec0ed1d453a9e6ff2a173881162751fe7f603e,bbf0b1e41dee6d831f454809173ce6d858f6b94b592cb68026257c8411794c96,33.37890625,0.26351614184756933,0.13284052201623908,0.4895322714654087,0.28320977318597024,0.0031476236164978094,0.20632249827943844
selective,0.6,8,selective_p0.6_r08,1519463397,2361215918,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_08.npz,results/phase4_core/states/selective/p0.6/rep_08.rng.json,519772524e61ec0134595384b978895c78d6477e0262c7d4cc38ba7201628651,8ac14c42ea746022e393b5fe497d96265c4912ffa802868867857313a07a485e,32.57421875,0.2720616443817977,0.1333961015635547,0.4976366925835837,0.28325688830172757,0.0030881111703980504,0.2143798042818561
selective,0.6,9,selective_p0.6_r09,2074710107,2761027988,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_09.npz,results/phase4_core/states/selective/p0.6/rep_09.rng.json,4779404d405d505fa73fbdd5106452f6dc020151ceb65e01932a496f287fc0c0,2e1862b7af2062332fb6830a74e6c52a6ef80b819e4cd6505cf9c38b9da4f4ae,33.77109375,0.28339661631464763,0.15378697474000097,0.5041776500004904,0.28361617868590794,0.0032070727927118606,0.22056147131458248
selective,0.6,10,selective_p0.6_r10,73737211,3324587068,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_10.npz,results/phase4_core/states/selective/p0.6/rep_10.rng.json,38d21ca81f8d6dce664ac129bdf4f67770211c04d8d0ed3ad079aa9e8bf03013,ce03359077a227397469a041e73a87f618a3a027d01cee825ce06548357b565a,32.709375,0.27897864285818713,0.1390774033016292,0.5064273219258564,0.2831208838414026,0.002728217153513417,0.22330643808445377
selective,0.6,11,selective_p0.6_r11,222627428,48920608,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_11.npz,results/phase4_core/states/selective/p0.6/rep_11.rng.json,4a7574742ba5bb97700ec30f7b60eccc4ddff8679384e0293cb377ef350deef0,8280ccef7d014572410325b1431410ed786875f05bd115d7206faa401bf35b4b,32.4859375,0.2698711401912267,0.13559351731504965,0.4944946314673031,0.28284428526945204,0.0028396629994535327,0.21165034619785106
selective,0.6,12,selective_p0.6_r12,662145635,4165153303,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_12.npz,results/phase4_core/states/selective/p0.6/rep_12.rng.json,5b99512b79dc8077ef5003a25045d5796858212b3341c8563eca0c5a1b1c30e6,8a99b80637c49214ae92d75a69e1ed481af2615be042a46525ac9c71b99b868a,32.76484375,0.2778917968828877,0.12012779672836861,0.5062448644068615,0.28446603457068514,0.0027679449133657186,0.2217788298361763
selective,0.6,13,selective_p0.6_r13,2755202054,1284197125,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_13.npz,results/phase4_core/states/selective/p0.6/rep_13.rng.json,08e71c8a251a189199aba5e8e88f81018f1ba03911916497587d2e5e793d423b,b882137f82e4666dfd61e5fe31e69c4eaa9f98ed9557ebf02fa90916ae7eb399,32.59453125,0.27295746139736293,0.13481953159411153,0.496291755883553,0.2832304578426495,0.0029281306783262334,0.2130612980409035
selective,0.6,14,selective_p0.6_r14,1193940910,3994714836,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_14.npz,results/phase4_core/states/selective/p0.6/rep_14.rng.json,c27a25f6502490bfa0851a587915521dc1c6a1b3cc1a271d3204fe34af564633,a158f51977f5ea39a62c027b67371207d0da83231b1a9456d39aa37dc369d166,32.99375,0.27558257068216147,0.14880036284397258,0.5017402731350955,0.28165936134043246,0.0029892049363622335,0.22008091179466305
selective,0.6,15,selective_p0.6_r15,1655598461,941074599,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_15.npz,results/phase4_core/states/selective/p0.6/rep_15.rng.json,5dc764c899323be0f45eccf53007c875be2c4d2e57b529ce83dcd6b7167128cd,e872c8afd0b99c79321515d6d8ac59ce55a25674fa123b5135e4642371bdc31b,33.08984375,0.2791481939196858,0.15003249020240533,0.4985151397811727,0.28260157353666654,0.0027953528705027156,0.21591356624450614
selective,0.6,16,selective_p0.6_r16,451608702,2811677931,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_16.npz,results/phase4_core/states/selective/p0.6/rep_16.rng.json,224996a86c7a15f0733a7a1648e075c950e62806f3860072eb56019f64b4a326,1aa5610cb819027c812d5832aefc228f7c990d26f1af11ecd39e7695176873ce,33.15703125,0.2856371645882827,0.15628307772039154,0.5042365598506902,0.282371025583372,0.002677674386845973,0.22186553426731814
selective,0.6,17,selective_p0.6_r17,73923807,1685700569,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_17.npz,results/phase4_core/states/selective/p0.6/rep_17.rng.json,6dffbc1c4302cab53898defca2f5dd36ab998365d887b45ccf91f442d90e30f5,1ee10117e608b63fa01ae82d3a23539aefc6e73cb32d55671d49103d355eab53,32.3890625,0.2794382565016311,0.12836496283954063,0.5023696151802839,0.2835016573884428,0.0029200838940537654,0.2188679577918411
selective,0.6,18,selective_p0.6_r18,4172861108,3589806377,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_18.npz,results/phase4_core/states/selective/p0.6/rep_18.rng.json,4528803f21afe9a985948e3ea8c1cf149de02a5885ee73b3c6e84ac4a98d58f0,c48aca1aff28ed471d19dcec15e9f3ae5446cadfd6ee48bd0ff9f941e403ed46,33.30078125,0.27269415463591357,0.15111717385015178,0.4951384750015372,0.2824276552689278,0.0027736508531278677,0.21271081973260936
selective,0.6,19,selective_p0.6_r19,991461902,286240186,2026073104,0,200,results/phase4_core/states/selective/p0.6/rep_19.npz,results/phase4_core/states/selective/p0.6/rep_19.rng.json,0f852cd5059ed7d14f027bb02756589d6b3ed60cdce65d04bacc3c1185129815,01ed793618d2d4c7b68f2f8a912704d6e4aa0d7aa70262479551d30dfce64837,32.82734375,0.27513806118476314,0.13279561810494378,0.49783561021218103,0.28400191563121086,0.0031858648181963428,0.21383369458097018
selective,0.7,0,selective_p0.7_r00,4247985912,2953312241,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_00.npz,results/phase4_core/states/selective/p0.7/rep_00.rng.json,8fa593e849e53e0efc11bdb317fba2c136004d9624b7d4b55f6630accf79f643,935a7fed78f53753e7d205d253e33d93f04fc841ca7d3fe4034d94ddaab86f62,33.1734375,0.28372682975019303,0.18583449656612425,0.49820718893542115,0.27947489792007346,0.0028635148046793407,0.2187322910153477
selective,0.7,1,selective_p0.7_r01,1941251016,952835996,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_01.npz,results/phase4_core/states/selective/p0.7/rep_01.rng.json,c730c1061767df800eadc449e79fda23c020fc5411b4b5d683a5ae85ade2b62d,689142ff57f28ece5f050ef1081684b998d1f3bf7998937cdffc7e9087ce0da1,32.1296875,0.2857075497431502,0.19356014580394204,0.49688288070627395,0.2783737511252783,0.0030884372733325487,0.21850912958099566
selective,0.7,2,selective_p0.7_r02,3293912166,3107392368,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_02.npz,results/phase4_core/states/selective/p0.7/rep_02.rng.json,e23aa6c2cd453cb76d8f347ca2378fb9da950020bfdd5a6c8d285085ac729b5d,6f71346a3ba769e60dd17a049abe805211271e44a136d5ab4098200f0229a6a3,32.85546875,0.28606753858879486,0.20184120382735385,0.4979598204404434,0.2795448157570238,0.0028978362599729212,0.21841500468341962
selective,0.7,3,selective_p0.7_r03,3757247798,67509544,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_03.npz,results/phase4_core/states/selective/p0.7/rep_03.rng.json,15f9ee24aab203212511f1c49320e19eaf140ac2967d4334b2243b773916c013,e851ba35af971902b7367bb8251b9f2f3d14e90f8bd678702da9ebe9f50541c0,32.2875,0.285550150914183,0.2131733378358506,0.48788699337536445,0.2780209962438607,0.002848669314823038,0.20986599713150378
selective,0.7,4,selective_p0.7_r04,2088064876,2515779952,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_04.npz,results/phase4_core/states/selective/p0.7/rep_04.rng.json,125c879eff9a8ca2356ef1061204186ccf8526cae6628deddf50ed8d93413cb8,14cb6a2052558cf90093ed2c54d55fcda47dc31be2dada359d1e223169248205,32.38984375,0.2846973747232836,0.20013200423237154,0.49128047984525974,0.27941440231365755,0.0028354837832362503,0.2118660775316022
selective,0.7,5,selective_p0.7_r05,413604505,1176536738,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_05.npz,results/phase4_core/states/selective/p0.7/rep_05.rng.json,652c468f797c259bc686c48bed540725d5acbaeae01679a76eabc4c07f93da2a,5d2f2203c19f7493e5445d95ead767ff0cde715f405494981555dbdaf956ea16,33.10234375,0.2792917349377436,0.18077267440676636,0.49707857385484056,0.2803140796284184,0.003208090068307409,0.21676449422642213
selective,0.7,6,selective_p0.7_r06,4103535332,844622669,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_06.npz,results/phase4_core/states/selective/p0.7/rep_06.rng.json,f8070015b02d0c85901d124ddc7c6eb354601172b26dfc756e3626aa5f4a8a73,6982e427d7464628f84ecb8e324ba51ebf2e3d8fe26943be27fa49063678d93e,33.15,0.28962201006280197,0.1852153452035608,0.5001121676409493,0.2802513825157991,0.002965434253674405,0.21986078512515023
selective,0.7,7,selective_p0.7_r07,2061123705,39868355,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_07.npz,results/phase4_core/states/selective/p0.7/rep_07.rng.json,e9126886bb76294f62a430cd3e0ca1d5fcdca83acea4cbb88fbc95c94f20805f,7a4964c22c5bc8b5937fcb8e3f4842b2cec8ffee8701d7ddc1106030bf7f57f8,33.178125,0.29173792974856,0.21110931531816945,0.49330304908219547,0.27708847875460807,0.002869519550035585,0.2162145703275874
selective,0.7,8,selective_p0.7_r08,1802184969,1615156721,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_08.npz,results/phase4_core/states/selective/p0.7/rep_08.rng.json,9bec1a8fdb56ceb3f391f5bcb7177d5a0d3e76b56a3beedfac9ab682542a509b,f06350381c6f0b5a02b21ff5f1ee3146d4509d496548f18c188b644118c0ae9a,33.76953125,0.2902496590950282,0.18799359033978827,0.5038811800780163,0.28039312609431055,0.0027379213115191316,0.22348805398370575
selective,0.7,9,selective_p0.7_r09,62003151,993314886,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_09.npz,results/phase4_core/states/selective/p0.7/rep_09.rng.json,2ebba15bcdbfdbd3865bf92e8a5ec1e38d8ccfbc59a05f710d4c79e1b9adad24,7a437d78c3566c61c1f93b87edd5877e65795af8d5f716900c0979b85df9660b,33.32734375,0.27356530774075777,0.17810127215776575,0.4917016315366156,0.28079612330566706,0.002758245304352447,0.21090550823094856
selective,0.7,10,selective_p0.7_r10,3361805254,2507305660,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_10.npz,results/phase4_core/states/selective/p0.7/rep_10.rng.json,ef21841f85a25215636c34bc9ad48bd815e17c1218cbbc8aa4a399f83b944220,7a02d811829c93749d4dd58466903c22daf11629a61e364e504e40d9d55dbc1b,33.25625,0.2814669366560525,0.18628540347993244,0.49787082446448866,0.2804526481135981,0.002783396346633521,0.21741817635089056
selective,0.7,11,selective_p0.7_r11,1489838239,1210066913,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_11.npz,results/phase4_core/states/selective/p0.7/rep_11.rng.json,08a18e0fb83cab513d3c0e4e91819c1a373c5a9048949b14aa7c2fb96638d4aa,761052ef19c861ca5421a220ea30aae48918b9d50db11caecba2702f939bbb03,32.79453125,0.28245948968529666,0.17588552466853452,0.4963497484796794,0.27972206209521594,0.0029549666113973206,0.21662768638446345
selective,0.7,12,selective_p0.7_r12,922912099,38321746,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_12.npz,results/phase4_core/states/selective/p0.7/rep_12.rng.json,ed6cc209a5f41b1c50c59dc8d25f53317146c5fbae0a36d6655d9a75f31351bc,95adda06c6ce0378a6f605a97c07b94a3619d366975046398dbc68d1cab5bbb5,32.8765625,0.28761941977645755,0.1840421602362612,0.5031917545278032,0.2790374691914172,0.0027658225691478506,0.22415428533638598
selective,0.7,13,selective_p0.7_r13,2140235026,1273410531,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_13.npz,results/phase4_core/states/selective/p0.7/rep_13.rng.json,8b11ffbff65372f444da3c5067ebf975940af354e8b3f1288a61f94c006951a9,984863fbc6bdc7c9e4d00211a93bdd6da097b0657905caddf4eb44bef8070e7a,32.7359375,0.2903165048382117,0.20484622522525384,0.50384256716783,0.2775505379985358,0.002778376272023974,0.22629202916929425
selective,0.7,14,selective_p0.7_r14,4038928639,931625102,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_14.npz,results/phase4_core/states/selective/p0.7/rep_14.rng.json,ecf43eac222513eee207c7fa79758c716d406dbf8f3711fa72bfee8342c10995,45b1011cb2a78d38aa5c35e6161438f89d20cd13b59e7628ec4f53e4398638fa,33.8671875,0.2754353127844179,0.1832220390810163,0.4895634121005519,0.27920259658119806,0.0027206064765923593,0.21036081551935382
selective,0.7,15,selective_p0.7_r15,994609103,3734543178,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_15.npz,results/phase4_core/states/selective/p0.7/rep_15.rng.json,6709aeb7a1ea4d663cfecd5ba31de5563e1d8c20b960f9bd6a93129d7a0b143f,4a243dbec64e71e63375a93a370a623a1918218d54514a65790d7f0046f34dfd,33.39921875,0.28773406685709685,0.20122358323501172,0.4891117494105648,0.27761805154131947,0.003026252493342145,0.21149369786924532
selective,0.7,16,selective_p0.7_r16,2916613536,3789803474,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_16.npz,results/phase4_core/states/selective/p0.7/rep_16.rng.json,d9b2ac29f3e85b39e8e6308e0494e79d29ed6e84c5e9025da06471b21b5ba6f0,ab8ef9c148fd371246b31a40f5aeb169e6ef66b632b102c838e4c2dbe9cfe00e,33.61875,0.2761670706219933,0.17695797459235196,0.4954166382852264,0.27995908165752276,0.002922427629448283,0.21545755662770366
selective,0.7,17,selective_p0.7_r17,849723960,850306743,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_17.npz,results/phase4_core/states/selective/p0.7/rep_17.rng.json,072442d63fb42887dc91817469ae5e864fd989d018b4e2591563faece3ac2693,200103267c15cd9cbcff5c17931d9e50f76b204d726c97086ff346cb61ab6683,32.346875,0.28912414542611037,0.1995731937581391,0.49529582274129313,0.2795095205368675,0.0024983344995911346,0.21578630220442563
selective,0.7,18,selective_p0.7_r18,2072242197,3263366006,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_18.npz,results/phase4_core/states/selective/p0.7/rep_18.rng.json,8b65110284130dbb7903a07e935e082bba3af34fd5242b470d5decf281a75e61,9ae3605124616c6d59a05b66de61e71ccaf233343706b8e385b0d63a2c38fd2e,33.1046875,0.28850763659866846,0.1914757462520028,0.4996356921073121,0.27830916345534484,0.0028361134776322006,0.22132652865196728
selective,0.7,19,selective_p0.7_r19,396543672,551072389,2026073104,0,200,results/phase4_core/states/selective/p0.7/rep_19.npz,results/phase4_core/states/selective/p0.7/rep_19.rng.json,2fbe8495e8c445b9261b764706e7963f248be305ecc358871ff0fa50430625cb,f46efb14c6a90ba89ec2521d92ed75c87ad8f82976d985c7f6036946d360bea3,32.14375,0.28861019319693976,0.20446318893319151,0.4916592270838841,0.2783272328219899,0.0026787659134119503,0.2133319942618942
selective,0.8,0,selective_p0.8_r00,1304797858,2544033439,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_00.npz,results/phase4_core/states/selective/p0.8/rep_00.rng.json,d6eed72717e19bd45ce9871c6b1919fa972baf01cfc9b23e69bc33dd5c138706,b53f88c653448584f18139414719669eb1ef5b0f2105538fd3fb5861c7ffc597,32.5890625,0.30601313895908244,0.2835398706201739,0.48372909781773576,0.2704242373288164,0.0028373161655246347,0.2133048604889194
selective,0.8,1,selective_p0.8_r01,1627831235,3968626583,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_01.npz,results/phase4_core/states/selective/p0.8/rep_01.rng.json,70ec8918e2deff50f6bd5e131c6f6d1542b37c9e4a50e784268df4d7381894d2,d41543ac114816b80bdbbbd1fad5cb1fa8c083b032ae94ebe8db85c48ad350b7,33.4828125,0.30634456481479216,0.30363785622361816,0.4935623530973284,0.2711549906922198,0.002827355363991956,0.22240736240510856
selective,0.8,2,selective_p0.8_r02,244757641,4138873100,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_02.npz,results/phase4_core/states/selective/p0.8/rep_02.rng.json,cf7ad46301bde9cdbd51554f36445ecbb77bf72656f569540569cebb5aa62d4f,36ba0376a2713af1c487aa99b18ffe706622e4cbfbfe5169b31932bd68817cbf,33.10546875,0.3091817379736205,0.3257706968567393,0.4822472701333799,0.26618359705379346,0.0028693005521455545,0.21606367307958646
selective,0.8,3,selective_p0.8_r03,2263978145,1989709146,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_03.npz,results/phase4_core/states/selective/p0.8/rep_03.rng.json,3e113e9ea93c7a2b86b429eb0aed5401dd7f0d5ecee02b2c6c7226af094b4422,33a9ab404a4bdc8479c764e67daf0f710cd9d1af90508ba65a302ff73d9a0702,33.05859375,0.30967191586617826,0.319756775523681,0.49676305685348643,0.2705013672053842,0.0029281064106654073,0.22626168964810223
selective,0.8,4,selective_p0.8_r04,3597482433,4183853816,2026073104,0,200,results/phase4_core/states/selective/p0.8/rep_04.npz,results/phase4_core/states/selective/p0.8/rep_04.rng.json,d756e55a0e3fd3369b974c91e2faa3fe62ac0aa10866087d5ba5177011075ccd,91c86545d12d91fc9239149e9c4fbaee7dd9d1445190798c0716e379e0df1a2e,32.796875,0.31064513297274743,0.3127891827434105,0.4787259137276201,0.26774104384279435,0.0025509478600674105,0.21098486988482573
