condition_selective,viability_def_selective,inherit_prob,analysis_set_selective,methods_selective,syntactic_info_mean_selective,semantic_info_mean_selective,semantic_efficiency_mean_selective,value_of_information_mean_selective,actual_viability_mean_selective,frontier_max_viability_selective,frontier_reaches_target_selective,n_intervention_points_selective,condition_control,viability_def_control,analysis_set_control,methods_control,syntactic_info_mean_control,semantic_info_mean_control,semantic_efficiency_mean_control,value_of_information_mean_control,actual_viability_mean_control,frontier_max_viability_control,frontier_reaches_target_control,n_intervention_points_control,viability_def,syntactic_semantic_gap_selective,syntactic_semantic_gap_control,semantic_info_selective_minus_control,value_of_information_selective_minus_control
selective,negative_adjacency_state_entropy,0.4,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2624045230684855,0.0,0.0,-0.0216140889356655,-1.3783997921291398,-1.339931909320435,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0696038012557496,0.0,0.0,0.0026154114269436,-1.3397253166612142,-1.337172066000402,True,504,negative_adjacency_state_entropy,0.2624045230684855,0.0696038012557496,0.0,-0.0242295003626091
selective,negative_adjacency_state_entropy,0.5,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2676203823868734,0.0,0.0,-0.0223104403438159,-1.3786450349532184,-1.3404715902717694,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0752716029594157,0.0,0.0,0.0026740525262083,-1.340124031319905,-1.3373613599538756,True,504,negative_adjacency_state_entropy,0.2676203823868734,0.0752716029594157,0.0,-0.0249844928700242
selective,negative_adjacency_state_entropy,0.6,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2734032096431964,0.0,0.0,-0.0219552876745576,-1.378547499333008,-1.3408373108155294,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0819590645990424,0.0,0.0,0.0022051705178136,-1.3401681888947727,-1.3364887424062213,True,504,negative_adjacency_state_entropy,0.2734032096431964,0.0819590645990424,0.0,-0.0241604581923712
selective,negative_adjacency_state_entropy,0.7,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2815884992268481,0.0,0.0,-0.0213119984182454,-1.3784132117637613,-1.3405722869773489,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0983247860294672,0.0,0.0,0.0026365529244294,-1.340012687878002,-1.3377304839646933,True,504,negative_adjacency_state_entropy,0.2815884992268481,0.0983247860294672,0.0,-0.0239485513426748
selective,negative_adjacency_state_entropy,0.8,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.3124987310846934,0.0,0.0,-0.0200567794252566,-1.378397130637073,-1.3405378688299123,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.1292410922071383,0.0,0.0,0.0032069806126033,-1.3396605865998303,-1.336918080814601,True,504,negative_adjacency_state_entropy,0.3124987310846934,0.1292410922071383,0.0,-0.0232637600378599
selective,negative_adjacency_state_entropy,0.9,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.379675494535894,0.0,0.0,-0.0213749820382798,-1.3803275288224055,-1.340892910347581,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2129459915984543,0.0,0.0,0.0026779209273559,-1.3398422011705344,-1.3368256213417782,True,504,negative_adjacency_state_entropy,0.379675494535894,0.2129459915984543,0.0,-0.0240529029656357
selective,negative_adjacency_state_entropy,1.0,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.52451578839896,0.0,0.0,0.000885493117338,-1.3919105658620008,-1.329076602465707,True,504,control,negative_adjacency_state_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.4792030596485935,0.0,0.0,0.0021832682457216,-1.3399849275666718,-1.3371966746518686,True,504,negative_adjacency_state_entropy,0.52451578839896,0.4792030596485935,0.0,-0.0012977751283836001
selective,negative_protocell_compositional_entropy,0.1,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.258360131787919,0.0,0.0,0.1002767017690677,-7.590026953528047,-7.466151041305366,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.064414880239975,0.0,0.0,0.0905339411650478,-7.568848874019266,-7.45385564766145,True,504,negative_protocell_compositional_entropy,0.258360131787919,0.064414880239975,0.0,0.009742760604019893
selective,negative_protocell_compositional_entropy,0.2,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2598110360032116,0.0,0.0,0.1191160420238004,-7.62349731869979,-7.501033901159433,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0632867794814781,0.0,0.0,0.1308046591724849,-7.617756510226059,-7.498610306274302,True,504,negative_protocell_compositional_entropy,0.2598110360032116,0.0632867794814781,0.0,-0.011688617148684508
selective,negative_protocell_compositional_entropy,0.3,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2626717122453627,0.0,0.0,0.1354317568980469,-7.701124553282234,-7.570761487323264,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0660144832527369,0.0,0.0,0.1104067498370859,-7.718911779841297,-7.5792155383211295,True,504,negative_protocell_compositional_entropy,0.2626717122453627,0.0660144832527369,0.0,0.025025007060961002
selective,negative_protocell_compositional_entropy,0.4,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2638199378452275,0.0,0.0,0.1556578026160036,-7.8187129896741725,-7.668221972528054,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0697942798266303,0.0,0.0,0.2115218002314343,-7.80733121626384,-7.62411908982145,True,504,negative_protocell_compositional_entropy,0.2638199378452275,0.0697942798266303,0.0,-0.055863997615430705
selective,negative_protocell_compositional_entropy,0.5,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2662139335681853,0.0,0.0,0.1353267143144974,-7.974220040980597,-7.810588884238792,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0751976659231386,0.0,0.0,0.1512469167459365,-7.964870575305287,-7.753908882065883,True,504,negative_protocell_compositional_entropy,0.2662139335681853,0.0751976659231386,0.0,-0.0159202024314391
selective,negative_protocell_compositional_entropy,0.6,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2748300017137411,0.0,0.0,0.1565104492690032,-8.192055820149696,-7.959224642882051,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0819081741007331,0.0,0.0,0.1390526324503422,-8.183583639278384,-7.99648962472413,True,504,negative_protocell_compositional_entropy,0.2748300017137411,0.0819081741007331,0.0,0.017457816818661015
selective,negative_protocell_compositional_entropy,0.7,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.2843097549720318,0.0,0.0,0.243056855186774,-8.417098891087848,-8.164756029974773,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.0983540662174392,0.0,0.0,0.2663303151850105,-8.399772860117642,-8.15818473619305,True,504,negative_protocell_compositional_entropy,0.2843097549720318,0.0983540662174392,0.0,-0.02327345999823649
selective,negative_protocell_compositional_entropy,0.8,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.3109784457469572,0.0,0.0,0.3145742982283668,-8.76043365086226,-8.503215949426117,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.1294877975664185,0.0,0.0,0.2578588783192934,-8.79095581810894,-8.527319665497847,True,504,negative_protocell_compositional_entropy,0.3109784457469572,0.1294877975664185,0.0,0.05671541990907342
selective,negative_protocell_compositional_entropy,0.9,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.379206875444079,0.0,0.0,0.4638913988182285,-9.032171562263716,-8.57778760060543,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.212009350193316,0.0,0.0,0.4050692737765047,-9.054747278013313,-8.577004044269984,True,504,negative_protocell_compositional_entropy,0.379206875444079,0.212009350193316,0.0,0.058822125041723794
selective,negative_protocell_compositional_entropy,1.0,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.5214150241149633,0.0,0.0,0.7574692078418641,-5.982949385463919,-5.21210491579335,True,504,control,negative_protocell_compositional_entropy,primary_no_kmeans,balanced_random_group|affinity_rank_group|prefix_group,0.4817449457089272,0.0,0.0,0.8370560881683398,-6.060454094218266,-4.76596867225698,True,504,negative_protocell_compositional_entropy,0.5214150241149633,0.4817449457089272,0.0,-0.07958688032647565
