source_file,inherit_prob,retained_information,point_viability,point_map_hash,point_method,point_endpoint_type,n_maps_at_coordinate,frontier_viability,frontier_source_map_hash,frontier_source_method,frontier_source_endpoint_type,condition,baseline_replicate,target_viability,target_reached
results/phase4_core/replicate_frontiers.csv,0.1,0.0144757944304302,27.07311197916667,6ff19e1927dcafbb441ab0b4a0a61b92d1295d402f3277307a3f5b9d7850b98a,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0157016721070281,27.07311197916667,54146794238237c8e13f9205ac93004ce5acfdbc51f3cd9b991ee15e2a36f684,balanced_random_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0160289131494289,27.07311197916667,6f9a04216ce84ed3a2ef19a2010723c498d866f2bb5d6eda67ea1bd16782bfd8,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0164559769857458,27.07311197916667,6ac4e014d135d7a7fbd4592fdf320f48570dc4bce5e1a5c2ca6054715b80f98a,affinity_rank_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.016511337802391,27.07311197916667,8d4ddfbfac0226f6a695d6b22ee21fbf533251852e95baca71b09f7710bfb22c,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0304017390602661,27.07311197916667,e179435da112ea8d971ae26891de689741e68338ddf13a7241197cfbaded0b83,balanced_random_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0323403637511476,27.07311197916667,4c0d0a036a5c51abb14f88b143c35a9a2e7cecb590d4d0752b078fe3b59a18dd,affinity_rank_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0638590943195427,27.07311197916667,cf78b05538711825e0795152b13c3d2c15b5cd16f89c1995f7b006d8bc57c6a2,affinity_rank_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0647381440240028,27.07311197916667,ef835eb9c371f618c6958654a7d25a1df1d12c09a53ecf66f9209fb882a8542d,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0653023452305298,27.07311197916667,e471d7c08820922fc6c21006a6b4685c49e9368d31cd4fbe021c3167456046e0,balanced_random_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0656872812535632,27.07311197916667,c824c782df91faee7515c9d811fab43ed5426465074d2e812a5277507d28ae96,contiguous_substring,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.1387604089367862,27.07311197916667,24a6acb87a7364b0b1cbbe6fecc84df53e5243c78a06a6c6c4e7354b3e359435,affinity_rank_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.1402775094971804,27.07311197916667,3394d1cdf22e9723777f99c632a137ebcd7b9bff50e9406fa9f5a34da26ac720,balanced_random_group,intermediate,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.285234141919272,27.07311197916667,2f88e9ce00d238e7e011a7b140b413dcad818f1da41a721f914f1af604d0e217,identity,identity,1,27.07311197916667,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r01,27.07311197916667,True
results/phase4_core/replicate_frontiers.csv,0.1,0.0,27.16943359375,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,27.16943359375,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,control,control_p0.1_r02,27.16943359375,True
