confirm_id,retained_information,point_viability,point_map_hash,point_method,point_endpoint_type,n_maps_at_coordinate,frontier_viability,frontier_source_map_hash,frontier_source_method,frontier_source_endpoint_type,condition,baseline_replicate,target_viability,target_reached
D0,0.0920254372378053,9.344934895833333,e0af73e8f613a1ebdf93671723d799f6c478b0888f37d40a4251e5bfa3441ce6,balanced_random_group,intermediate,1,9.344934895833333,e0af73e8f613a1ebdf93671723d799f6c478b0888f37d40a4251e5bfa3441ce6,balanced_random_group,intermediate,selective,D0_r01,12.571812999131946,True
D0,0.0945310582111783,9.34738064236111,c824c782df91faee7515c9d811fab43ed5426465074d2e812a5277507d28ae96,contiguous_substring,intermediate,1,9.34738064236111,c824c782df91faee7515c9d811fab43ed5426465074d2e812a5277507d28ae96,contiguous_substring,intermediate,selective,D0_r01,12.571812999131946,True
D0,0.0959084514824264,9.510720486111111,cf78b05538711825e0795152b13c3d2c15b5cd16f89c1995f7b006d8bc57c6a2,affinity_rank_group,intermediate,1,9.510720486111111,cf78b05538711825e0795152b13c3d2c15b5cd16f89c1995f7b006d8bc57c6a2,affinity_rank_group,intermediate,selective,D0_r01,12.571812999131946,True
D0,0.1862017185376081,10.484227430555556,624eb3be9bfd0f1a3005c27c92924e9e5a273a32f646217df21900a4492271ec,balanced_random_group,intermediate,1,10.484227430555556,624eb3be9bfd0f1a3005c27c92924e9e5a273a32f646217df21900a4492271ec,balanced_random_group,intermediate,selective,D0_r01,12.571812999131946,True
D0,0.1880074534584799,10.545425347222222,24a6acb87a7364b0b1cbbe6fecc84df53e5243c78a06a6c6c4e7354b3e359435,affinity_rank_group,intermediate,1,10.545425347222222,24a6acb87a7364b0b1cbbe6fecc84df53e5243c78a06a6c6c4e7354b3e359435,affinity_rank_group,intermediate,selective,D0_r01,12.571812999131946,True
D0,0.3257764357010603,12.616206597222224,2f88e9ce00d238e7e011a7b140b413dcad818f1da41a721f914f1af604d0e217,identity,identity,1,12.616206597222224,2f88e9ce00d238e7e011a7b140b413dcad818f1da41a721f914f1af604d0e217,identity,identity,selective,D0_r01,12.571812999131946,True
D0,0.0,8.19701388888889,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,1,8.19701388888889,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,selective,D0_r02,12.599402951388889,True
D0,0.0002309411646254,8.188706597222223,3f53151fb2f814971fd6c0128c5c0b7afe1b5cb5257e46a1db18b8ebc9946d94,affinity_rank_group,intermediate,1,8.19701388888889,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,selective,D0_r02,12.599402951388889,True
D0,0.0002682032613286,8.194066840277777,f9a61013dcfd5168cfac382b0103ebc61175babf90ead3fb241727582f7ebff8,balanced_random_group,intermediate,1,8.19701388888889,9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47,constant,constant,selective,D0_r02,12.599402951388889,True
D0,0.0007147925113272,8.202267795138889,fc015e86e4e7f2c734c05fb1135856a6186a7b6e6f3079acc6d6c6e4aa7442e4,contiguous_substring,intermediate,1,8.202267795138889,fc015e86e4e7f2c734c05fb1135856a6186a7b6e6f3079acc6d6c6e4aa7442e4,contiguous_substring,intermediate,selective,D0_r02,12.599402951388889,True
D0,0.0007238433593491,8.185930989583335,6d8bb74bcdeefe62988bcebfe3cdb7110ea14648c3393721f4a4095032ddf61b,contiguous_substring,intermediate,1,8.202267795138889,fc015e86e4e7f2c734c05fb1135856a6186a7b6e6f3079acc6d6c6e4aa7442e4,contiguous_substring,intermediate,selective,D0_r02,12.599402951388889,True
